date,store_id,sku,product_name,flavor,units,unit_price
2026-08-29,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-29,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-29,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-29,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-29,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,17,3.49
2026-08-29,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-08-29,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-29,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-29,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-08-29,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-29,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-29,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-29,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-29,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-29,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-08-29,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-29,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-29,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-08-29,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-29,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-29,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-08-29,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-29,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-29,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-29,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-30,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-08-30,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-30,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-30,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-30,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-30,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-30,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-08-30,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-30,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-30,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-30,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-30,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-30,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-30,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-30,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-30,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-30,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-30,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-30,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-08-30,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-30,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-30,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-30,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-08-30,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-30,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-30,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-30,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-30,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-30,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-08-30,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-30,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-30,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-30,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-30,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-30,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-08-30,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-31,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-31,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-08-31,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-31,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-08-31,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-08-31,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-31,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-08-31,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-08-31,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-31,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-31,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-31,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-31,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-31,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-31,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-31,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-31,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-08-31,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-31,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,11,3.49
2026-08-31,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-08-31,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-31,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-08-31,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-31,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-08-31,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-31,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-31,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-08-31,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-08-31,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-08-31,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-31,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-08-31,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-08-31,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-08-31,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-08-31,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-08-31,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-01,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-01,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,11,3.49
2026-09-01,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-01,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-01,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-01,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-01,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-01,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-01,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-01,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-09-01,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-01,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-01,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-01,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,11,3.49
2026-09-01,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-01,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-01,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-01,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-01,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-01,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-01,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-01,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-01,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-01,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-01,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-01,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-01,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-01,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-01,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-01,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-02,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-02,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-02,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-02,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-02,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-02,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-02,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-02,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-02,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-09-02,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-02,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-02,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-02,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-02,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-02,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-02,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-09-02,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-02,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-09-02,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-02,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-02,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-02,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-02,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-02,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-02,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,17,3.49
2026-09-02,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-02,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-02,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-02,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-02,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-03,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-03,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-03,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-03,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-03,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-03,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-03,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-03,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-03,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-03,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-03,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-03,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-03,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-03,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-03,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-03,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-03,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-09-03,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-03,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-03,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,11,3.29
2026-09-03,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-03,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-09-03,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-09-03,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-03,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-03,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-03,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-03,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-03,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,13,3.29
2026-09-03,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-03,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-03,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-03,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-03,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-03,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-03,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-04,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-04,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-04,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-04,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,17,3.49
2026-09-04,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-04,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-04,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-04,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-04,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-04,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-04,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-04,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-04,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,14,3.49
2026-09-04,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-04,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-04,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-04,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-04,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-04,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,16,3.49
2026-09-04,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-04,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-04,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,11,3.49
2026-09-04,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-09-04,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-04,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,13,3.49
2026-09-04,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,10,3.29
2026-09-04,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,8,3.49
2026-09-04,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,17,3.49
2026-09-04,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,12,3.29
2026-09-04,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-04,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,12,3.49
2026-09-04,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-09-04,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,6,3.49
2026-09-04,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,15,3.49
2026-09-04,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,9,3.29
2026-09-04,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,7,3.49
2026-09-05,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,77,3.49
2026-09-05,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,22,3.29
2026-09-05,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-05,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,89,3.49
2026-09-05,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,19,3.29
2026-09-05,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-05,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,98,3.49
2026-09-05,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,19,3.29
2026-09-05,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-05,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,87,3.49
2026-09-05,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-05,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-05,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,99,3.49
2026-09-05,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,22,3.29
2026-09-05,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-05,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,89,3.49
2026-09-05,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-05,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-05,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,102,3.49
2026-09-05,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,25,3.29
2026-09-05,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-05,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,78,3.49
